zpid,synthetic_version,zipcode,has_in_unit_laundry,has_laundry_in_building,has_dishwasher,has_parking,parking_type,parking_spots,pets_allowed,furnished,heating_type,cooling_type,has_elevator,has_gym,has_pool,has_balcony_or_patio,internet_included,utilities_included,noise_level,walkability_score,kid_friendly_score,safety_score,energy_efficiency_score,is_luxury_flag,is_student_friendly_flag,generated_at_utc,is_synthetic,source_file,cleaned_date
57495332,v1_basic_rules,2368,True,False,False,True,garage,3,cats_dogs,True,electric,window,False,False,False,True,False,heat_hw,3,55,61,60,65,False,False,2025-11-28T06:12:53.883589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57476726,v1_basic_rules,2494,False,False,False,True,garage,3,dogs,False,oil,central,False,False,False,False,False,heat,2,55,67,69,55,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59090701,v1_basic_rules,2135,False,False,False,True,lot,2,cats_dogs,False,gas,none,False,False,False,False,False,heat_hw,3,55,73,95,47,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2101559470,v1_basic_rules,2141,False,True,False,True,lot,1,cats,False,gas,none,False,False,False,True,True,heat,4,59,70,57,62,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56560882,v1_basic_rules,2446,True,False,True,True,lot,2,none,False,oil,central,False,False,False,False,False,none,3,68,71,76,66,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56334320,v1_basic_rules,2145,True,False,False,True,garage,2,cats,False,gas,central,True,True,False,True,False,heat_hw,5,53,88,60,51,True,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56440024,v1_basic_rules,2138,False,False,False,True,lot,1,dogs,True,gas,window,False,False,False,False,False,all_utils,2,57,49,65,32,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56437394,v1_basic_rules,2140,False,True,True,False,none,1,cats_dogs,False,gas,central,False,True,False,True,True,heat,4,62,61,60,37,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59172196,v1_basic_rules,2210,True,False,True,True,garage,2,none,False,oil,central,True,True,True,False,True,heat_hw,3,49,31,51,77,True,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59172579,v1_basic_rules,2116,True,False,True,True,lot,1,dogs,False,oil,window,False,False,False,False,True,heat,3,40,65,67,72,False,False,2025-11-28T06:12:53.884589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56629704,v1_basic_rules,2189,True,False,True,True,lot,2,dogs,False,gas,window,False,False,False,True,False,none,3,54,75,87,58,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59182822,v1_basic_rules,2118,True,False,False,True,lot,2,dogs,False,oil,window,False,False,False,False,False,none,3,55,77,64,64,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
456375231,v1_basic_rules,2466,True,False,False,True,garage,3,cats,False,central,none,False,False,False,False,False,none,3,63,83,65,79,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56573891,v1_basic_rules,2467,True,False,True,True,garage,2,cats_dogs,False,gas,central,False,False,False,False,False,heat,3,63,68,60,38,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59185958,v1_basic_rules,2119,True,False,True,False,none,1,dogs,False,oil,none,False,False,False,False,True,none,3,55,13,72,52,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59128906,v1_basic_rules,2136,True,False,True,True,lot,2,cats_dogs,False,gas,window,False,False,False,False,False,none,3,64,44,53,54,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
239893374,v1_basic_rules,2113,False,True,True,True,lot,1,cats_dogs,False,gas,none,False,False,False,False,False,heat_hw,4,69,82,46,53,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56615856,v1_basic_rules,2481,True,False,True,True,garage,2,cats_dogs,False,electric,central,False,False,True,True,False,heat_hw,3,59,55,62,70,True,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
453093599,v1_basic_rules,2148,True,False,True,True,street,1,cats,False,gas,central,False,False,False,True,False,none,3,59,76,62,61,False,False,2025-11-28T06:12:53.885590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56968587,v1_basic_rules,1907,False,True,False,True,lot,2,cats_dogs,False,gas,window,False,False,False,True,False,all_utils,5,65,52,72,62,False,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
450531593,v1_basic_rules,2124,False,True,True,True,garage,1,none,False,oil,central,False,False,False,False,False,none,2,53,32,60,60,False,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457265129,v1_basic_rules,1880,True,False,False,True,lot,1,cats,False,electric,central,False,False,True,True,False,heat_hw,2,72,41,71,100,True,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59104752,v1_basic_rules,2125,False,False,True,True,garage,3,dogs,False,gas,window,True,False,False,False,True,none,4,46,76,58,61,True,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57047160,v1_basic_rules,1730,True,False,True,True,garage,2,cats_dogs,False,gas,central,False,False,True,True,False,heat_hw,4,84,73,62,80,True,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
165624187,v1_basic_rules,2474,False,False,True,True,garage,2,cats_dogs,False,central,central,False,False,True,True,False,none,2,72,54,84,76,True,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56315513,v1_basic_rules,2467,False,True,False,True,lot,2,dogs,False,oil,window,False,False,False,True,False,heat_hw,4,54,90,77,58,False,False,2025-11-28T06:12:53.886589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
92514054,v1_basic_rules,1970,True,False,True,True,garage,2,cats_dogs,True,electric,none,False,False,False,False,False,none,1,52,51,66,55,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
447582273,v1_basic_rules,2461,False,False,False,False,none,2,dogs,False,gas,central,False,False,False,False,False,heat_hw,3,59,50,41,94,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57468027,v1_basic_rules,2186,True,False,True,True,lot,2,cats_dogs,False,gas,central,False,False,False,False,False,none,3,57,89,71,47,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56331732,v1_basic_rules,2145,False,True,True,False,none,1,dogs,True,electric,central,True,True,False,True,False,none,2,41,41,80,70,True,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458119181,v1_basic_rules,2132,True,False,True,True,garage,1,dogs,False,oil,window,False,False,False,True,True,none,3,52,73,64,57,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2063018195,v1_basic_rules,1801,False,True,True,True,lot,0,cats_dogs,False,gas,central,False,False,False,True,False,none,4,67,68,82,50,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
440796556,v1_basic_rules,2134,True,False,False,True,lot,2,cats_dogs,True,gas,central,False,False,False,True,True,all_utils,2,58,40,76,74,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56312278,v1_basic_rules,2464,True,False,False,True,garage,1,dogs,False,gas,central,False,False,False,False,False,heat,4,88,46,64,69,False,False,2025-11-28T06:12:53.887601,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56421921,v1_basic_rules,1821,True,False,False,True,lot,3,cats_dogs,False,central,central,False,False,False,True,False,none,3,46,84,83,77,False,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457834483,v1_basic_rules,2474,True,False,False,True,street,1,cats,False,gas,central,False,False,False,False,False,none,4,64,69,80,41,False,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56537362,v1_basic_rules,2143,False,True,False,True,garage,2,cats,False,oil,central,False,False,False,False,True,heat,3,62,53,56,70,False,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59187035,v1_basic_rules,2120,True,False,True,True,garage,3,cats_dogs,False,oil,central,False,False,False,False,False,heat_hw,3,54,74,90,57,False,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
90138451,v1_basic_rules,2127,False,True,True,True,lot,1,none,True,oil,none,False,False,False,True,True,all_utils,3,56,52,76,51,False,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56327676,v1_basic_rules,2144,False,False,True,True,garage,1,dogs,False,gas,none,True,True,False,True,True,none,2,56,61,72,72,True,False,2025-11-28T06:12:53.888591,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59092225,v1_basic_rules,2135,False,False,False,True,garage,3,cats_dogs,False,gas,central,False,False,False,True,False,none,3,53,73,80,62,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59112546,v1_basic_rules,2125,False,True,False,True,garage,2,cats,False,oil,central,False,False,False,True,True,heat,3,74,67,89,74,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59152258,v1_basic_rules,2127,True,False,True,True,street,1,cats,False,oil,central,True,False,False,True,True,heat_hw,3,71,54,78,29,True,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56350258,v1_basic_rules,1880,False,False,True,True,lot,1,cats_dogs,False,electric,central,False,False,False,False,False,none,4,41,57,81,46,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
452075420,v1_basic_rules,2125,False,True,True,True,lot,2,cats_dogs,False,electric,window,False,False,False,False,False,none,4,60,69,75,69,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
333606856,v1_basic_rules,2131,True,False,False,True,garage,1,cats_dogs,False,gas,central,False,False,False,True,False,none,3,69,79,64,88,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57190181,v1_basic_rules,2045,True,False,True,True,lot,2,cats_dogs,False,gas,central,False,False,False,True,False,none,2,62,83,81,49,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56967030,v1_basic_rules,1907,True,False,True,True,garage,2,cats_dogs,False,gas,window,False,False,False,False,False,all_utils,4,53,40,64,60,False,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
60112194,v1_basic_rules,2135,True,False,True,True,garage,3,cats_dogs,False,gas,central,False,True,False,True,False,heat,4,71,44,54,57,True,False,2025-11-28T06:12:53.889589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56562092,v1_basic_rules,2446,False,False,False,True,garage,2,cats,False,gas,window,False,True,False,False,False,heat,2,57,58,61,56,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59168885,v1_basic_rules,2115,True,False,True,True,garage,2,cats_dogs,False,gas,central,False,True,False,True,False,none,4,44,57,91,34,True,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56679738,v1_basic_rules,2151,True,False,True,True,garage,2,cats,False,gas,window,False,False,False,True,False,heat,4,57,53,75,20,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
456442078,v1_basic_rules,2482,False,False,False,True,lot,1,cats_dogs,False,oil,central,False,False,True,False,False,none,3,53,62,58,52,True,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
71489656,v1_basic_rules,2139,False,True,True,True,lot,1,cats_dogs,True,gas,central,False,False,False,True,False,none,4,54,45,66,51,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59166462,v1_basic_rules,2114,True,False,True,True,lot,1,none,False,oil,window,False,False,False,True,False,none,3,62,51,79,58,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59124622,v1_basic_rules,2128,False,False,False,True,garage,1,cats_dogs,False,oil,window,False,True,False,True,True,heat_hw,1,73,78,89,53,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56466761,v1_basic_rules,2149,True,False,False,True,lot,2,cats,False,oil,window,False,False,False,True,False,heat_hw,3,59,82,56,41,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
184097288,v1_basic_rules,2021,True,False,False,True,garage,2,cats,False,electric,central,False,False,False,True,False,none,4,71,53,49,62,False,False,2025-11-28T06:12:53.890589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457261330,v1_basic_rules,1907,False,True,False,True,garage,2,cats_dogs,False,gas,window,False,False,False,True,True,none,3,66,65,72,70,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56279249,v1_basic_rules,2155,False,True,False,False,none,1,dogs,False,gas,window,False,False,False,False,False,none,3,69,33,75,64,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
61320093,v1_basic_rules,2215,False,True,True,True,garage,1,dogs,False,oil,central,False,True,False,True,True,heat_hw,4,58,58,59,72,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2083950904,v1_basic_rules,2125,False,False,False,True,lot,3,none,False,gas,window,False,False,False,False,True,all_utils,4,75,40,61,57,False,True,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
184102856,v1_basic_rules,2184,True,False,True,True,garage,2,cats_dogs,False,gas,none,False,False,False,False,False,none,3,56,46,54,56,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59151234,v1_basic_rules,2127,False,False,True,True,lot,2,cats_dogs,False,electric,central,False,False,True,True,False,heat,4,56,69,64,82,True,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56572503,v1_basic_rules,2445,True,False,False,True,garage,3,cats_dogs,False,electric,window,False,False,False,True,False,heat_hw,1,56,49,36,83,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
344393771,v1_basic_rules,2139,False,True,False,True,garage,2,cats_dogs,False,oil,none,False,False,False,False,True,heat_hw,4,65,57,51,52,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
184107256,v1_basic_rules,2184,False,True,True,True,lot,2,cats,False,gas,central,False,False,False,False,True,heat,3,56,73,72,64,False,False,2025-11-28T06:12:53.891589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56669535,v1_basic_rules,2150,True,False,False,True,street,2,cats,True,oil,window,False,True,False,False,True,none,3,71,70,73,41,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56671297,v1_basic_rules,2150,True,False,False,True,garage,2,cats_dogs,False,gas,central,False,False,False,True,False,all_utils,4,71,55,61,47,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56279364,v1_basic_rules,2155,True,False,False,True,garage,0,none,True,gas,central,False,False,False,False,True,none,3,63,62,78,68,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57440448,v1_basic_rules,2026,False,False,True,True,lot,2,dogs,False,electric,window,False,False,False,True,False,none,1,83,39,56,67,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458224788,v1_basic_rules,2130,True,False,True,False,none,2,cats_dogs,False,gas,none,False,False,False,True,False,heat_hw,4,61,21,81,61,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2057554950,v1_basic_rules,2446,True,False,True,True,garage,2,none,False,gas,window,False,False,False,True,False,none,3,58,40,70,46,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
456914700,v1_basic_rules,2136,False,False,True,True,street,2,cats_dogs,False,gas,window,False,False,False,False,False,all_utils,3,63,64,58,68,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59212064,v1_basic_rules,2113,False,False,False,True,lot,2,none,False,gas,central,False,False,False,True,True,heat,3,62,33,59,88,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
183935273,v1_basic_rules,2467,True,False,True,True,street,1,cats,False,gas,central,False,False,False,True,False,heat_hw,4,63,84,87,42,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
453170772,v1_basic_rules,2138,True,False,True,True,street,1,cats_dogs,False,gas,central,False,False,False,False,False,heat_hw,3,49,78,70,71,False,False,2025-11-28T06:12:53.892589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56267193,v1_basic_rules,2148,True,False,True,True,garage,1,none,True,gas,central,False,False,False,True,False,none,3,67,59,61,93,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56524118,v1_basic_rules,2148,True,False,True,True,garage,2,cats_dogs,False,electric,window,False,False,False,True,False,heat,2,69,63,82,53,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56615059,v1_basic_rules,2481,True,False,True,True,garage,1,cats_dogs,False,gas,window,False,False,True,True,False,none,2,45,58,64,56,True,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
449007511,v1_basic_rules,2148,True,False,True,False,none,1,cats_dogs,False,central,none,False,False,False,True,False,none,4,57,41,69,72,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457040034,v1_basic_rules,2453,False,False,True,True,street,1,cats,True,electric,none,False,False,False,False,False,all_utils,4,61,79,63,69,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59100591,v1_basic_rules,2129,True,False,True,True,garage,2,cats_dogs,True,electric,none,False,False,False,False,False,none,3,67,86,87,54,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457151073,v1_basic_rules,2129,True,False,True,True,street,3,cats_dogs,False,gas,central,True,False,False,True,True,none,3,49,83,45,75,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
333606882,v1_basic_rules,2130,True,False,True,True,garage,1,cats_dogs,False,gas,central,False,False,False,True,True,heat_hw,2,58,75,79,23,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59187441,v1_basic_rules,2119,True,False,False,True,lot,2,cats_dogs,False,gas,none,False,False,False,True,False,heat_hw,5,55,61,50,62,False,False,2025-11-28T06:12:53.893589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2069692046,v1_basic_rules,2446,True,False,True,True,street,1,dogs,True,electric,central,False,False,True,True,False,heat_hw,3,54,51,55,85,True,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
441747255,v1_basic_rules,2129,False,True,True,True,lot,2,cats_dogs,False,gas,none,False,False,False,False,False,none,3,62,44,72,67,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59127686,v1_basic_rules,2136,True,False,True,True,lot,2,dogs,False,gas,none,False,False,False,True,False,all_utils,3,53,61,48,43,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56625556,v1_basic_rules,2189,True,False,True,True,garage,2,cats_dogs,True,gas,none,False,False,False,True,False,all_utils,2,53,62,74,68,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56304247,v1_basic_rules,2458,True,False,True,True,lot,2,dogs,False,gas,none,False,False,False,False,False,none,1,60,46,76,72,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56637017,v1_basic_rules,2043,False,False,True,True,garage,2,dogs,False,gas,central,False,False,False,False,False,heat_hw,4,75,68,51,57,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56381513,v1_basic_rules,1890,True,False,True,True,garage,2,cats_dogs,True,gas,none,False,False,False,True,False,none,4,71,45,84,89,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56679107,v1_basic_rules,2151,True,False,False,True,garage,2,cats_dogs,False,oil,window,False,False,False,False,False,none,2,49,77,65,26,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
457376866,v1_basic_rules,2130,True,False,False,True,garage,2,cats_dogs,True,central,window,False,False,False,True,False,none,5,62,58,67,92,False,False,2025-11-28T06:12:53.894589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56613112,v1_basic_rules,2481,True,False,True,True,garage,2,cats_dogs,False,gas,central,False,False,False,False,False,heat,3,56,56,51,89,False,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56626238,v1_basic_rules,2188,False,True,True,True,garage,2,cats,False,electric,central,False,True,False,False,False,heat_hw,3,54,34,62,59,True,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
446525956,v1_basic_rules,2138,False,False,True,False,none,1,dogs,False,gas,central,True,True,False,True,True,heat_hw,3,80,51,75,43,True,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56522203,v1_basic_rules,2148,True,False,True,True,garage,2,dogs,True,oil,window,False,False,False,True,False,none,2,44,54,67,50,False,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56638674,v1_basic_rules,2043,True,False,False,True,street,2,cats_dogs,False,electric,central,False,False,False,True,False,heat_hw,3,44,82,85,66,False,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56593586,v1_basic_rules,2169,True,False,True,True,garage,2,cats,True,central,window,True,False,False,True,True,all_utils,3,69,76,49,96,True,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59173991,v1_basic_rules,2114,True,False,True,False,none,2,cats,False,gas,central,False,False,False,False,False,heat,5,53,39,55,57,False,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
458412368,v1_basic_rules,2459,False,False,True,True,garage,3,cats,False,gas,central,False,False,True,True,False,heat_hw,2,59,62,44,56,True,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59148278,v1_basic_rules,2127,True,False,True,False,none,1,dogs,False,oil,none,False,False,False,True,False,all_utils,4,57,60,83,57,False,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
442035049,v1_basic_rules,2115,False,True,True,True,lot,2,cats_dogs,False,oil,central,True,True,True,True,False,none,2,61,70,72,42,True,False,2025-11-28T06:12:53.895589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59181169,v1_basic_rules,2113,False,True,True,True,lot,2,none,False,gas,window,True,True,True,True,True,none,3,59,69,69,60,True,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59166286,v1_basic_rules,2114,True,False,True,True,street,1,cats_dogs,False,oil,none,False,False,False,True,False,heat,4,58,87,79,41,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
90136593,v1_basic_rules,2118,False,True,True,True,lot,1,cats_dogs,True,oil,central,False,False,False,False,True,all_utils,3,64,46,75,53,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
57517398,v1_basic_rules,2090,True,False,True,True,garage,2,cats_dogs,False,gas,window,False,False,False,True,False,heat_hw,3,63,57,75,66,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56573996,v1_basic_rules,2467,True,False,True,True,garage,2,cats_dogs,True,electric,window,False,False,False,False,False,none,4,54,70,57,59,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
2060192218,v1_basic_rules,2474,True,False,False,True,garage,0,cats,False,oil,central,False,False,False,True,False,none,2,46,100,70,20,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
71809853,v1_basic_rules,2138,True,False,False,True,lot,2,cats_dogs,False,electric,central,False,False,False,True,True,none,2,61,90,72,36,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56670917,v1_basic_rules,2150,False,True,True,True,garage,2,none,False,gas,central,False,False,False,True,True,heat_hw,3,63,64,72,51,False,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59167598,v1_basic_rules,2215,False,True,False,True,lot,0,dogs,False,gas,none,True,True,False,True,True,none,3,66,57,77,74,True,False,2025-11-28T06:12:53.896589,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
56321016,v1_basic_rules,2461,True,False,True,True,garage,2,cats_dogs,False,electric,window,False,False,True,False,False,none,2,60,56,64,25,True,False,2025-11-28T06:12:53.897590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
59174463,v1_basic_rules,2114,True,False,True,True,lot,1,cats,True,oil,window,False,False,False,False,False,none,2,51,47,84,41,False,False,2025-11-28T06:12:53.897590,True,synthetic_amenities_20251128_061253.csv,2025-11-30 19:58:01
